City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
213,gerash,27.6652,54.1371,23.08,23,0,2.72,IR,1676904734
214,tsiroanomandidy,-18.7667,46.0333,25.35,69,92,0.52,MG,1676904735
215,najran,17.4924,44.1277,22.36,16,32,6.8,SA,1676904736
216,antofagasta,-23.65,-70.4,22.6,67,53,3.34,CL,1676904481
217,aloleng,16.1307,119.7824,26.23,77,96,5.83,PH,1676904738
218,ilula,-7.6766,36.0366,29.3,89,97,2.06,TZ,1676904739
219,kaabong,3.4836,34.1492,26.71,15,38,7.79,UG,1676904740
220,buala,-8.145,159.5921,26.45,81,79,0.74,SB,1676904741
221,buwenge,0.6422,33.1744,30.25,32,99,3.47,UG,1676904742
222,ikwiriri,-7.9562,38.9716,28.72,65,98,3.89,TZ,1676904742
223,turayf,31.6725,38.6637,20.14,19,0,3.09,SA,1676904743
224,komoro,36.3167,138.4333,-1.81,50,89,0.89,JP,1676904744
225,iqaluit,63.7506,-68.5145,-32.15,75,100,2.06,CA,1676904745
226,manjacaze,-24.7117,33.8828,32.0,52,82,4.56,MZ,1676904746
227,tahta,26.7693,31.5021,22.13,24,0,7.83,EG,1676904747
228,numan,9.4667,12.0333,35.14,8,0,3.7,NG,1676904748
229,mantua,45.1667,10.7833,16.72,66,48,0.89,IT,1676904739
230,pocone,-16.2567,-56.6228,26.57,65,100,0.78,BR,1676904750
231,kirakira,-10.4544,161.9205,26.79,84,82,1.53,SB,1676904751
232,airai,-8.9266,125.4092,16.12,93,99,0.67,TL,1676904752
233,kataysk,56.289,62.5841,-10.13,94,100,4.3,RU,1676904754
234,klaksvik,62.2266,-6.589,6.51,80,8,18.46,FO,1676904756
235,qianan,44.9932,124.0581,-10.57,51,0,3.37,CN,1676904756
236,bilma,18.6853,12.9164,26.85,10,0,2.87,NE,1676904758
237,wokingham,51.4112,-0.8357,13.76,73,40,6.17,GB,1676904759
238,prince george,53.9166,-122.753,-2.43,94,20,1.03,CA,1676904371
239,huarmey,-10.0681,-78.1522,25.11,78,99,3.77,PE,1676904760
240,tomatlan,19.9333,-105.25,26.22,36,0,1.2,MX,1676904761
241,ancud,-41.8697,-73.8203,14.33,57,64,1.58,CL,1676904762
242,carnarvon,-24.8667,113.6333,23.73,83,0,8.86,AU,1676904763
243,uzyn,49.8262,30.4149,2.01,76,100,6.82,UA,1676904765
244,gimbi,9.1667,35.8333,25.87,19,40,2.96,ET,1676904765
245,fivizzano,44.2383,10.126,16.45,80,82,1.85,IT,1676904766
246,buin,-33.7333,-70.75,30.24,20,72,1.28,CL,1676904477
247,tukrah,32.5341,20.5791,15.76,67,15,5.89,LY,1676904768
248,abha,18.2164,42.5053,20.9,56,20,5.14,SA,1676904518
249,senanga,-16.1167,23.2667,30.34,45,83,1.58,ZM,1676904769
250,umm bab,25.2142,50.8072,17.52,59,66,5.33,QA,1676904770
251,te anau,-45.4167,167.7167,16.87,91,99,2.24,NZ,1676904771
252,ostrovnoy,68.0531,39.5131,-12.51,89,12,6.22,RU,1676904771
253,rio de janeiro,-22.9028,-43.2075,31.97,75,40,2.57,BR,1676904126
254,camopi,3.1655,-52.3158,24.16,96,98,1.59,GF,1676904772
255,zhanakorgan,43.9098,67.2495,6.66,82,94,5.5,KZ,1676904773
256,alice springs,-23.7,133.8833,23.75,57,0,1.54,AU,1676904774
257,lashma,54.9321,41.1438,-9.23,97,99,1.93,RU,1676904775
258,panjab,34.388,67.0233,-11.61,97,9,0.73,AF,1676904775
